kind,description,ua
Mobile Devices,CFNetwork - iPhone - MobileSafari 600.1.4,MobileSafari/600.1.4 CFNetwork/711.1.12 Darwin/14.0.0
Mobile Devices,iOS 5_1_1 - iPhone - Chrome (crios) 19.0.1084.60,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; da-dk) AppleWebKit/534.46.0 (KHTML, like Gecko) CriOS/19.0.1084.60 Mobile/9B206 Safari/7534.48.3"
Mobile Devices,iOS 9_2 - iPhone - Safari 9.0,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1"
Mobile Devices,iOS 11_0 - iPhone -  Safari 11,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A5362a Safari/604.1"
Mobile Devices,Linux - Fennec 2.0.1 (686 on x86_64),Mozilla/5.0 (X11; Linux i686 on x86_64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1 Fennec/2.0.1
Mobile Devices,Maemo - Fennec 2.0.1 (arm),Mozilla/5.0 (Maemo; Linux armv7l; rv:2.0.1) Gecko/20100101 Firefox/4.0.1 Fennec/2.0.1
Mobile Devices,Palm WebOS 1.3 - Safari 525,"Mozilla/5.0 (webOS/1.3; U; en-US) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/1.0 Safari/525.27.1 Desktop/1.0"
Mobile Devices,PalmSource hspr-H102 - Palm Treo 650,Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; PalmSource/hspr-H102; Blazer/4.0) 16;320x320
Mobile Devices,Symbian 3 - N8 - Safari 525,"Mozilla/5.0 (Symbian/3; Series60/5.2 NokiaN8-00/014.002; Profile/MIDP-2.1 Configuration/CLDC-1.1; en-us) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.6.4 3gpp-gba"
Mobile Devices,Symbian 3 - Nokia X7 - Safari 533.4,"Mozilla/5.0 (Symbian/3; Series60/5.2 NokiaX7-00/021.004; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/533.4 (KHTML, like Gecko) NokiaBrowser/7.3.1.21 Mobile Safari/533.4 3gpp-gba"
Mobile Devices,SymbianOS 9.2 - Nokia E90 - Safari,"Mozilla/5.0 (SymbianOS/9.2; U; Series60/3.1 NokiaE90-1/07.24.0.3; Profile/MIDP-2.0 Configuration/CLDC-1.1 ) AppleWebKit/413 (KHTML, like Gecko) Safari/413 UP.Link/6.2.3.18.0"
Mobile Devices,SymbianOS 9.4 - Nokia N97 - WicKed 7.1.12344,"Mozilla/5.0 (SymbianOS 9.4; Series60/5.0 NokiaN97-1/10.0.012; Profile/MIDP-2.1 Configuration/CLDC-1.1; en-us) AppleWebKit/525 (KHTML, like Gecko) WicKed/7.1.12344"
Mobile Devices,SymbOS - Opera 10.00 Mobi,Opera/9.80 (S60; SymbOS; Opera Mobi/499; U; ru) Presto/2.4.18 Version/10.00
Mobile Devices,Windows CE - ZuneHD 4.3 - IEMobile 6.12,Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 6.12; Microsoft ZuneHD 4.3)
Mobile Devices,Windows CE - MSIE 6 - IEMobile 7.11,Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 7.11)
Mobile Devices,Windows CE 5.2 - Sprint (HTC Titan) - IEMobile 7.11 (MSIE 6.0),Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 7.11) Sprint:PPC6800
Mobile Devices,Windows CE - MSIE 6 - IEMobile 8.12,Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 8.12; MSIEMobile6.0)
Mobile Devices,WP 7.0 - Asus Galaxy - IEMobile 7.0 (MSIE 7.0),Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0) Asus;Galaxy6
Mobile Devices,WP 7 - MSIE 7 - IEMobile 7.0,Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0)
Mobile Devices,WP 7.5 - IEMobile 9.0,Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0)
Mobile Devices,WP 8.0 - ARM - IEMobile 10.0,Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch)
Mobile Devices,WP 8.0 - Nokia Lumia 620 ARM - IEMobile 10.0,Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 920)
Mobile Devices,WP 8.1 - Lumia 530 ARM - IEMobile 11.0,Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 530) like Gecko
Mobile Devices,WP 8.0 - Lumia 620 ARM - IEMobile 10.0,Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 920)
Mobile Devices,WP 8.1 - Lumia 630 ARM - IEMobile 11.0,Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 630) like Gecko
Mobile Devices,NT 6.2 (odd id) - Lumia 635 ARM - IEMobile 11.0,Mozilla/5.0 (Windows NT 6.2; ARM; Trident/7.0; Touch; rv:11.0; WPDesktop; NOKIA; Lumia 635) like Gecko
Mobile Devices,NT 6.2 (odd id) - Lumia 920 ARM - IEMobile 11.0,Mozilla/5.0 (Windows NT 6.2; ARM; Trident/7.0; Touch; rv:11.0; WPDesktop; NOKIA; Lumia 920) like Geckoo
Mobile Devices,WP 8.1 - Lumia 920 ARM - IEMobile 11.0,Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 920) like Gecko
Mobile Devices,WP 8.1 - Lumia 929 ARM - IEMobile 11.0,"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 929) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537"
Mobile Devices,WP 10.0 - webkit 537.36 - Edge 12.0,"Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; DEVICE INFO) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0"
Mobile Devices,WP 10.0 - webkit 537.36 - Edge 14.14,"Mozilla/5.0 (Windows NT 10.0; ARM; Lumia 950 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
Mobile Devices,DoCoMo 2.0,DoCoMo/2.0 SH901iC(c100;TB;W24H12)
Mobile Devices,Novarra-Vision 6.9,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.7) Gecko/20060909 Firefox/1.5.0.7 MG(Novarra-Vision/6.9)
Mobile Devices,ReqwirelessWeb 3.5,Mozilla/4.0 (compatible; MSIE 6.0; j2me) ReqwirelessWeb/3.5
Mobile Devices,Vodafone 1.0,Vodafone/1.0/V802SE/SEJ001 Browser/SEMC-Browser/4.1
Mobile Devices,BlackBerry (Google WAP),BlackBerry7520/4.0.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/5.0.3.3 UP.Link/5.1.2.12 (Google WAP Proxy/1.0)
Mobile Devices,Nokia (6100) WAP,Nokia6100/1.0 (04.01) Profile/MIDP-1.0 Configuration/CLDC-1.0
Mobile Devices,Nokia 6630,Nokia6630/1.0 (2.3.129) SymbianOS/8.0 Series60/2.6 Profile/MIDP-2.0 Configuration/CLDC-1.1
Spiders - Search,Ask Jeeves/Teoma,Mozilla/2.0 (compatible; Ask Jeeves/Teoma)
Spiders - Search,Baiduspider,Baiduspider ( http://www.baidu.com/search/spider.htm)
Spiders - Search,BingBot 2.0 (renamed Msnbot),Mozilla/5.0 (compatible; bingbot/2.0  http://www.bing.com/bingbot.htm)
Spiders - Search,Exabot 3.0,Mozilla/5.0 (compatible; Exabot/3.0;  http://www.exabot.com/go/robot)
Spiders - Search,FAST-WebCrawler 3.8,FAST-WebCrawler/3.8 (crawler at trd dot overture dot com; http://www.alltheweb.com/help/webmaster/crawler)
Spiders - Search,Google AdsBot 1.0,AdsBot-Google ( http://www.google.com/adsbot.html)
Spiders - Search,Googlebot 2.1 (New version),Mozilla/5.0 (compatible; Googlebot/2.1;  http://www.google.com/bot.html)
Spiders - Search,Googlebot 2.1 (Older Version),Googlebot/2.1 ( http://www.googlebot.com/bot.html)
Spiders - Search,Googlebot-Image 1.0,Googlebot-Image/1.0
Spiders - Search,Googlebot MediaPartners,Mediapartners-Google
Spiders - Search,Googlebot-Mobile 2.1 (ID: DoCoMo/2.0),DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1;  http://www.google.com/bot.html)
Spiders - Search,Googlebot-Mobile 2.1 (ID: iPhone),Mozilla/5.0 (iPhone; U; CPU iPhone OS) (compatible; Googlebot-Mobile/2.1;  http://www.google.com/bot.html)
Spiders - Search,Googlebot-Mobile 2.1 (ID: SAMSUNG-SGH-E250),SAMSUNG-SGH-E250/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0 (compatible; Googlebot-Mobile/2.1;  http://www.google.com/bot.html)
Spiders - Search,Googlebot-News,Googlebot-News
Spiders - Search,Googlebot-Video,Googlebot-Video/1.0
Spiders - Search,Google Toolbar 4.0 (XP - MSIE 6),Mozilla/4.0 (compatible; GoogleToolbar 4.0.1019.5266-big; Windows XP 5.1; MSIE 6.0.2900.2180)
Spiders - Search,Google Web Preview,"Mozilla/5.0 (en-us) AppleWebKit/525.13 (KHTML, like Gecko; Google Web Preview) Version/3.1 Safari/525.13"
Spiders - Search,Msnbot 1.0 (current version),msnbot/1.0 ( http://search.msn.com/msnbot.htm)
Spiders - Search,Msnbot 1.1,msnbot/1.1 ( http://search.msn.com/msnbot.htm)
Spiders - Search,Msnbot 0.11 (beta version),msnbot/0.11 ( http://search.msn.com/msnbot.htm)
Spiders - Search,Msnbot-Media 1.1,msnbot-media/1.1 ( http://search.msn.com/msnbot.htm)
Spiders - Search,Yahoo Slurp,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
Spiders - Search,Yahoo Slurp China,Mozilla/5.0 (compatible; Yahoo! Slurp China; http://misc.yahoo.com.cn/help.html)
Spiders - Search,Yandex 3.0,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
Spiders - Search,YandexNews 4.0,Mozilla/5.0 (compatible; YandexNews/4.0; +http://yandex.com/bots)
Miscellaneous,Archive.org,Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)
Miscellaneous,Archive.org Wayback Machine Live,Mozilla/5.0 (compatible; archive.org_bot; Wayback Machine Live Record; +http://archive.org/details/archive.org_bot)
Miscellaneous,Alexa site audit,Mozilla/5.0 (compatible; alexa site audit/1.0; +http://www.alexa.com/help/webmasters; )
Miscellaneous,Email Wolf,EmailWolf 1.00
Miscellaneous,Facebookexternalhit 1.1 (short version),facebookexternalhit/1.1
Miscellaneous,Facebookexternalhit 1.1,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
Miscellaneous,Facebot,Facebot
Miscellaneous,Gaisbot 3.0,Gaisbot/3.0 (robot@gais.cs.ccu.edu.tw; http://gais.cs.ccu.edu.tw/robot.php)
Miscellaneous,Grub-Client,grub-client-1.5.3; (grub-client-1.5.3; Crawl your own stuff with http://grub.org)
Miscellaneous,gulperbot,Gulper Web Bot 0.2.4 (www.ecsl.cs.sunysb.edu/~maxim/cgi-bin/Link/GulperBot)
Miscellaneous,Screaming Frog SEO Spider 8.1,Screaming Frog SEO Spider/8.1
Miscellaneous,TurnitinBot,TurnitinBot (https://turnitin.com/robot/crawlerinfo.html)
Miscellaneous,Twitterbot 1.0,Twitterbot/1.0
Miscellaneous,Xenu Link Sleuth 1.3.8,Xenu Link Sleuth/1.3.8
Miscellaneous,Net Positive 2.1,Mozilla/3.0 (compatible; NetPositive/2.1.1; BeOS)
Miscellaneous,SeaMonkey 1.5a,Mozilla/5.0 (BeOS; U; BeOS BePC; en-US; rv:1.9a1) Gecko/20060702 SeaMonkey/1.5a
Miscellaneous,Arora 0.11.0,"Mozilla/5.0 (OS/2; U; OS/2; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Arora/0.11.0 Safari/533.3"
Miscellaneous,Firefox 10.0.12 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:10.0.12) Gecko/20100101 Firefox/10.0.12
Miscellaneous,Firefox 24.0 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:24.0) Gecko/20100101 Firefox/24.0
Miscellaneous,Firefox 31.0 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:31.0) Gecko/20100101 Firefox/31.0
Miscellaneous,Firefox 38.0 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:38.0) Gecko/20100101 Firefox/38.0
Miscellaneous,Firefox 45.0 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:45.0) Gecko/20100101 Firefox/45.0
Miscellaneous,QupZilla 1.3.1,"Mozilla/5.0 (OS/2; U; OS/2; en-US) AppleWebKit/533.3 (KHTML, like Gecko) QupZilla/1.3.1 Safari/533.3"
Miscellaneous,SeaMonkey 2.7.2  - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:10.0.12) Gecko/20130108 Firefox/10.0.12 SeaMonkey/2.7.2
Miscellaneous,SeaMonkey 2.21 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:24.0) Gecko/20100101 Firefox/24.0 SeaMonkey/2.21
Miscellaneous,SeaMonkey 2.28 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:31.0) Gecko/20100101 Firefox/31.0 SeaMonkey/2.28
Miscellaneous,SeaMonkey 2.35 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:38.0) Gecko/20100101 Firefox/38.0 SeaMonkey/2.35
Miscellaneous,SeaMonkey 2.42 - OS/2 Warp 4.5,Mozilla/5.0 (OS/2; Warp 4.5; rv:45.0) Gecko/20100101 Firefox/45.0 SeaMonkey/2.42.9esr
Miscellaneous,Adobe Application Manager 2.0,Adobe Application Manager 2.0
Miscellaneous,Android (5.1) Download Manager,AndroidDownloadManager/5.1 (Linux; U; Android 5.1; Z820 Build/LMY47D)
Miscellaneous,Download Demon,Download Demon/3.5.0.11
Miscellaneous,Offline Explorer 2.5,Offline Explorer/2.5
Miscellaneous,SuperBot 4.4.0 (Win XP),SuperBot/4.4.0.60 (Windows XP)
Miscellaneous,WebCopier v4.6,WebCopier v4.6
Miscellaneous,Web Downloader 6.9,Web Downloader/6.9
Miscellaneous,WebZIP 3.5,WebZIP/3.5 (http://www.spidersoft.com)
Miscellaneous,Wget 1.9 (Redhat),Wget/1.9 cvs-stable (Red Hat modified)
Miscellaneous,Wget 1.9.1,Wget/1.9.1
Miscellaneous,Wget 1.12 (FreeBSD),Wget/1.12 (freebsd8.1)
Miscellaneous,Bloglines 3.1,Bloglines/3.1 (http://www.bloglines.com)
Miscellaneous,everyfeed spider 2.0,everyfeed-spider/2.0 (http://www.everyfeed.com)
Miscellaneous,Google Feed Fetcher,FeedFetcher-Google; ( http://www.google.com/feedfetcher.html)
Miscellaneous,Gregarius 0.5.2,Gregarius/0.5.2 ( http://devlog.gregarius.net/docs/ua)
Miscellaneous,Playstation 3 (2.00),Mozilla/5.0 (PLAYSTATION 3; 2.00)
Miscellaneous,Playstation 3 (1.10),Mozilla/5.0 (PLAYSTATION 3; 1.10)
Miscellaneous,PSP (2.00),Mozilla/4.0 (PSP (PlayStation Portable); 2.00)
Miscellaneous,Wii 2.0.4.7-7,Opera/9.30 (Nintendo Wii; U; ; 2047-7; en)
Miscellaneous,Wii libnup (1.00),wii libnup/1.0
Miscellaneous,Java 1.6.0_13,Java/1.6.0_13
Miscellaneous,libwww-perl 5.820,libwww-perl/5.820
Miscellaneous,Peach 1.01,Peach/1.01 (Ubuntu 8.04 LTS; U; en)
Miscellaneous,Python-urllib 2.5,Python-urllib/2.5
Miscellaneous,HTMLParser (1.60),HTMLParser/1.6
Miscellaneous,W3C CSS Validator,Jigsaw/2.2.5 W3C_CSS_Validator_JFouffa/2.0
Miscellaneous,W3C (X)HTML Validator (1.654),W3C_Validator/1.654
Miscellaneous,W3C (X)HTML Validator (1.305.2.12),W3C_Validator/1.305.2.12 libwww-perl/5.64
Miscellaneous,W3C P3P Validator,P3P Validator
Miscellaneous,WDG CSS Validator (1.2.2),CSSCheck/1.2.2
Miscellaneous,WDG (X)HTML Validator (1.6.2),WDG_Validator/1.6.2
Miscellaneous,Facebook Scraper 1.0,facebookscraper/1.0( http://www.facebook.com/sharescraper_help.php)
Miscellaneous,Grub-Client,grub-client-1.5.3; (grub-client-1.5.3; Crawl your own stuff with http://grub.org)
Miscellaneous,iTunes 4.2 (OS X 10.2 PPC),iTunes/4.2 (Macintosh; U; PPC Mac OS X 10.2)
Miscellaneous,MS URL Control,Microsoft URL Control - 6.00.8862
Miscellaneous,Roku DVP-4.1,Roku/DVP-4.1 (024.01E01250A)
Miscellaneous,Smart TV - Chrome 25 - Linux armv71,"Mozilla/5.0 (SMART-TV; X11; Linux armv7l) AppleWebkit/537.42 (KHTML, like Gecko) Chromium/25.0.1349.2 Chrome/25.0.1349.2 Safari/537.42"
Miscellaneous,winHTTP,SearchExpress
Miscellaneous,Facebook Scraper 1.0,facebookscraper/1.0( http://www.facebook.com/sharescraper_help.php)
Miscellaneous,Grub-Client,grub-client-1.5.3; (grub-client-1.5.3; Crawl your own stuff with http://grub.org)
Miscellaneous,iTunes 4.2 (OS X 10.2 PPC),iTunes/4.2 (Macintosh; U; PPC Mac OS X 10.2)
Miscellaneous,MS URL Control,Microsoft URL Control - 6.00.8862
Miscellaneous,Roku DVP-4.1,Roku/DVP-4.1 (024.01E01250A)
Miscellaneous,Smart TV - Chrome 25 - Linux armv71,"Mozilla/5.0 (SMART-TV; X11; Linux armv7l) AppleWebkit/537.42 (KHTML, like Gecko) Chromium/25.0.1349.2 Chrome/25.0.1349.2 Safari/537.42"
Miscellaneous,winHTTP,SearchExpress
